account_no,gender,age,income,loan_amount,term,installment_amount,interest_rate,credit_score_at_application,outstanding_balance,status
acc_04200906,M,21,14888,16000,36,531,0.12,850,0,PAID_UP
acc_04201805,F,21,13157,15000,48,395,0.12,880,0,PAID_UP
acc_04201902,M,37,7682,26000,24,1323,0.2,580,0,PAID_UP
acc_04202034,M,40,6891,13000,60,359,0.22,530,0,PAID_UP
acc_04203817,F,34,14679,15000,48,395,0.12,880,6170,LIVE
acc_04204626,M,30,17871,40000,36,1310,0.11,880,0,PAID_UP
acc_04205271,F,41,10504,33000,36,1144,0.15,740,0,PAID_UP
acc_04206352,F,36,6847,8000,48,239,0.19,620,0,PAID_UP
acc_04207576,M,43,22744,62000,72,1149,0.1,910,0,PAID_UP
acc_04210599,M,18,4692,14000,60,411,0.25,510,3116,LIVE
acc_04211907,M,34,28266,60000,48,1382,0.05,990,0,PAID_UP
acc_04212361,M,36,15121,22000,48,590,0.13,810,0,PAID_UP
acc_04213083,M,23,20229,38000,24,1736,0.09,940,0,PAID_UP
acc_04215517,F,18,5650,11000,48,329,0.19,620,4284,LIVE
acc_04215701,M,27,7163,29000,60,768,0.2,580,0,PAID_UP
acc_04218150,F,31,8755,20000,36,703,0.16,710,10237,LIVE
acc_04219160,M,51,16643,20000,48,547,0.14,800,0,PAID_UP
acc_04219181,M,33,22358,57000,48,1418,0.09,940,0,PAID_UP
acc_04219705,F,30,11966,34000,48,912,0.13,820,0,PAID_UP
acc_04219874,M,18,15578,74000,48,1949,0.12,870,0,PAID_UP
acc_04220617,M,51,12642,25000,24,1224,0.16,700,0,PAID_UP
acc_04220848,M,40,22531,42000,60,892,0.1,920,0,PAID_UP
acc_04220966,F,30,6960,19000,48,558,0.18,640,0,PAID_UP
acc_04221142,M,30,25999,96000,72,1591,0.06,980,22353,LIVE
acc_04222035,M,45,26272,54000,36,1717,0.09,940,0,PAID_UP
acc_04225764,M,31,22512,38000,48,946,0.09,950,0,PAID_UP
acc_04226002,M,19,11021,13000,60,309,0.15,750,0,PAID_UP
acc_04226409,F,36,6138,14000,36,520,0.2,590,0,PAID_UP
acc_04227799,M,23,9653,32000,60,778,0.16,690,0,PAID_UP
acc_04228379,M,29,7403,7000,36,260,0.2,590,0,PAID_UP
acc_04229461,M,56,10847,28000,36,1012,0.18,630,0,PAID_UP
acc_04229833,F,35,20913,23000,60,434,0.05,990,0,PAID_UP
acc_04230131,F,38,11183,27000,48,751,0.15,770,0,PAID_UP
acc_04230758,F,34,7898,30000,48,866,0.17,660,0,PAID_UP
acc_04230875,M,36,7182,17000,24,874,0.21,560,7507,LIVE
acc_04231150,F,23,7213,22000,60,547,0.17,670,8502,LIVE
acc_04231827,M,40,11157,14000,60,340,0.16,690,0,PAID_UP
acc_04232739,M,37,16692,13000,48,349,0.13,840,0,PAID_UP
acc_04233326,F,20,10677,16000,60,372,0.14,810,0,PAID_UP
acc_04234967,M,24,16656,25000,36,830,0.12,880,9622,LIVE
acc_04236028,M,41,6366,16000,60,470,0.25,510,960,DEFAULT
acc_04238003,M,23,5509,21000,60,592,0.23,530,6470,DEFAULT
acc_04241763,F,35,4064,14000,24,747,0.25,510,0,PAID_UP
acc_04242401,M,27,9425,39000,60,969,0.17,670,0,PAID_UP
acc_04244242,M,49,11861,33000,36,1177,0.17,690,0,PAID_UP
acc_04245863,F,54,8075,10000,48,299,0.19,610,0,PAID_UP
acc_04245925,M,42,6400,15000,24,808,0.26,510,8695,LIVE
acc_04247755,M,43,19499,41000,48,1080,0.12,870,0,PAID_UP
acc_04249470,F,41,10506,19000,48,529,0.15,740,17100,LIVE
acc_04249699,M,35,10982,9000,36,316,0.16,700,3459,LIVE
acc_04250671,M,28,7608,19000,60,493,0.19,600,0,PAID_UP
acc_04251063,M,18,12175,57000,36,1948,0.14,790,0,PAID_UP
acc_04253838,F,30,7269,8000,48,235,0.18,650,0,PAID_UP
acc_04254373,F,38,11742,10000,48,273,0.14,790,9000,LIVE
acc_04254778,M,49,13392,14000,60,340,0.16,730,0,PAID_UP
acc_04254928,M,33,6086,16000,24,838,0.23,520,2227,DEFAULT
acc_04255228,M,30,20383,82000,36,2646,0.1,920,0,PAID_UP
acc_04256133,M,19,5505,11000,60,304,0.22,540,3047,DEFAULT
acc_04256804,M,29,19728,53000,60,1126,0.1,920,0,PAID_UP
acc_04257002,M,31,5409,20000,60,647,0.3,500,3431,DEFAULT
acc_04257304,F,55,17348,28000,48,737,0.12,870,0,PAID_UP
acc_04259010,F,36,11228,29000,24,1392,0.14,780,0,PAID_UP
acc_04260014,M,46,10173,29000,60,736,0.18,640,0,PAID_UP
acc_04261438,M,19,8777,13000,36,463,0.17,670,0,PAID_UP
acc_04262457,M,44,12022,27000,72,586,0.16,710,0,PAID_UP
acc_04263080,M,18,6421,10000,48,304,0.2,580,0,PAID_UP
acc_04264535,F,19,14611,52000,48,1319,0.1,920,0,PAID_UP
acc_04265899,F,27,19635,66000,48,1490,0.04,990,0,PAID_UP
acc_04266152,F,35,10373,14000,48,390,0.15,750,0,PAID_UP
acc_04267225,M,30,9315,16000,48,462,0.17,660,0,PAID_UP
acc_04267275,F,25,9152,37000,60,880,0.15,740,0,PAID_UP
acc_04268120,F,38,19098,54000,24,2467,0.09,950,0,PAID_UP
acc_04269138,M,27,21070,21000,24,959,0.09,940,0,PAID_UP
acc_04269490,M,24,8834,34000,36,1212,0.17,660,18932,LIVE
acc_04269562,F,34,13386,42000,48,1127,0.13,850,0,PAID_UP
acc_04270314,M,37,7189,26000,60,703,0.21,560,0,PAID_UP
acc_04270561,F,45,8293,16000,36,578,0.18,650,0,PAID_UP
acc_04270981,M,18,10044,9000,60,219,0.16,720,1556,LIVE
acc_04271412,M,21,8844,27000,60,671,0.17,670,0,PAID_UP
acc_04271837,F,28,5593,4000,60,106,0.2,590,0,PAID_UP
acc_04272494,F,19,16970,59000,60,1168,0.07,970,0,PAID_UP
acc_04273819,M,23,16643,46000,60,1000,0.11,880,0,PAID_UP
acc_04276016,M,18,11013,38000,60,904,0.15,750,0,PAID_UP
acc_04276200,M,48,15494,16000,60,372,0.14,780,0,PAID_UP
acc_04277230,F,41,18395,37000,60,786,0.1,930,0,PAID_UP
acc_04277475,M,32,7027,26000,36,980,0.21,560,0,PAID_UP
acc_04277756,F,26,4564,15000,60,406,0.21,550,0,PAID_UP
acc_04278687,F,18,11585,47000,24,2234,0.13,840,0,PAID_UP
acc_04279080,F,33,18093,46000,48,1145,0.09,950,0,PAID_UP
acc_04279654,M,20,12276,19000,60,442,0.14,780,0,PAID_UP
acc_04280619,F,31,11601,11000,60,256,0.14,800,0,PAID_UP
acc_04280820,F,29,14833,51000,48,1318,0.11,900,0,PAID_UP
acc_04281859,M,18,10195,49000,12,4446,0.16,730,0,PAID_UP
acc_04282295,M,36,9224,17000,36,615,0.18,640,5215,LIVE
acc_04282466,F,40,7358,15000,36,542,0.18,620,0,PAID_UP
acc_04282619,F,37,12394,34000,48,912,0.13,810,0,PAID_UP
acc_04282688,M,39,11692,11000,60,267,0.16,710,0,PAID_UP
acc_04282838,M,42,22570,62000,36,2001,0.1,910,0,PAID_UP
acc_04282918,M,50,17076,40000,72,803,0.13,810,0,PAID_UP
acc_04283359,M,42,6947,12000,48,385,0.23,530,2099,DEFAULT
acc_04284373,M,32,9730,7000,36,250,0.17,670,0,PAID_UP
acc_04284696,M,53,13655,32000,36,1125,0.16,720,0,PAID_UP
acc_04287447,F,35,20659,49000,48,1151,0.06,980,0,PAID_UP
acc_04288490,F,37,19230,29000,48,708,0.08,960,16168,LIVE
acc_04288668,F,18,5694,19000,48,558,0.18,620,0,PAID_UP
acc_04292526,M,45,31453,56000,36,1704,0.06,980,0,PAID_UP
acc_04292580,F,31,9497,21000,48,584,0.15,730,0,PAID_UP
acc_04294167,M,20,6994,14000,48,419,0.19,600,0,PAID_UP
acc_04294548,M,29,18065,47000,48,1215,0.11,890,0,PAID_UP
acc_04295172,M,29,6953,9000,60,238,0.2,570,0,PAID_UP
acc_04295475,M,29,6172,12000,36,458,0.22,540,1369,DEFAULT
acc_04296238,M,21,6302,17000,60,460,0.21,570,2439,DEFAULT
acc_04296673,F,32,15615,28000,60,609,0.11,900,0,PAID_UP
acc_04296772,F,19,3685,14000,48,441,0.22,540,8885,LIVE
acc_04297674,M,33,7517,22000,60,583,0.2,580,0,PAID_UP
acc_04298797,M,18,10409,36000,12,3249,0.15,730,0,PAID_UP
acc_04301990,M,26,20893,83000,36,2639,0.09,940,0,PAID_UP
acc_04302372,M,45,15327,47000,72,968,0.14,790,0,PAID_UP
acc_04304933,M,37,9243,17000,60,432,0.18,630,0,PAID_UP
acc_04305003,F,25,5518,13000,36,477,0.19,590,0,PAID_UP
acc_04305288,M,22,11546,18000,24,873,0.15,760,0,PAID_UP
acc_04307586,M,33,25216,88000,48,2107,0.07,970,0,PAID_UP
acc_04309059,M,47,23687,56000,48,1420,0.1,910,35491,LIVE
acc_04310619,M,21,10733,37000,12,3340,0.15,730,0,PAID_UP
acc_04310726,M,39,9393,12000,48,352,0.18,630,0,PAID_UP
acc_04311913,M,49,7907,19000,48,599,0.22,550,0,PAID_UP
acc_04312134,M,38,6961,9000,60,249,0.22,540,3859,LIVE
acc_04313182,M,31,10218,10000,60,249,0.17,690,9000,LIVE
acc_04314051,F,33,9328,25000,36,879,0.16,720,0,PAID_UP
acc_04314412,F,43,6400,10000,48,304,0.2,580,0,PAID_UP
acc_04314831,M,32,19841,17000,24,784,0.1,910,0,PAID_UP
acc_04315704,M,37,23461,68000,60,1412,0.09,940,0,PAID_UP
acc_04315962,M,18,17723,43000,60,914,0.1,920,0,PAID_UP
acc_04317329,F,24,18160,47000,60,931,0.07,980,0,PAID_UP
acc_04318091,M,19,17537,85000,72,1575,0.1,910,0,PAID_UP
acc_04318671,F,26,5559,14000,48,419,0.19,590,4007,DEFAULT
acc_04319441,F,60,14266,8000,48,219,0.14,790,0,PAID_UP
acc_04320820,F,33,12985,16000,36,539,0.13,840,7795,LIVE
acc_04322143,F,32,9729,17000,48,473,0.15,740,0,PAID_UP
acc_04322504,F,43,10870,16000,60,381,0.15,740,0,PAID_UP
acc_04322569,M,18,10378,48000,48,1336,0.15,730,0,PAID_UP
acc_04322589,M,32,13012,10000,48,278,0.15,770,0,PAID_UP
acc_04322773,M,23,23226,60000,36,1825,0.06,980,0,PAID_UP
acc_04323125,M,18,12681,19000,60,442,0.14,800,0,PAID_UP
acc_04323645,F,29,9357,34000,72,719,0.15,730,0,PAID_UP
acc_04323807,M,39,7188,26000,48,805,0.21,550,0,PAID_UP
acc_04325095,M,18,7578,11000,24,549,0.18,630,0,PAID_UP
acc_04327403,F,33,12918,47000,60,1069,0.13,840,0,PAID_UP
acc_04327442,F,24,9665,27000,60,642,0.15,760,0,PAID_UP
acc_04328042,F,36,7501,7000,48,206,0.18,640,0,PAID_UP
acc_04328070,M,18,4533,7000,48,236,0.26,510,1833,DEFAULT
acc_04328497,F,46,13956,15000,24,713,0.13,820,0,PAID_UP
acc_04329088,M,41,14651,28000,36,957,0.14,780,0,PAID_UP
acc_04329835,F,34,6732,26000,48,777,0.19,620,0,PAID_UP
acc_04330136,F,44,11166,11000,60,262,0.15,750,0,PAID_UP
acc_04330236,M,31,6352,12000,60,331,0.22,540,0,PAID_UP
acc_04331050,M,34,9116,18000,36,651,0.18,640,0,PAID_UP
acc_04332237,F,18,10589,26000,48,698,0.13,810,0,PAID_UP
acc_04334465,F,29,11362,30000,24,1440,0.14,800,0,PAID_UP
acc_04336024,M,49,18916,47000,36,1584,0.13,840,0,PAID_UP
acc_04336194,M,29,6091,6000,48,189,0.22,530,5400,LIVE
acc_04337351,F,35,10412,39000,60,928,0.15,750,0,PAID_UP
acc_04337531,F,41,5012,15000,48,481,0.23,530,1638,LIVE
acc_04337777,M,38,10970,10000,48,283,0.16,690,0,PAID_UP
acc_04337821,M,53,24888,67000,24,3123,0.11,910,0,PAID_UP
acc_04338833,M,23,11940,21000,36,728,0.15,770,0,PAID_UP
acc_04339047,F,18,8921,16000,36,555,0.15,750,0,PAID_UP
acc_04340394,M,39,15121,48000,36,1641,0.14,800,37809,LIVE
acc_04340927,M,33,9021,24000,60,609,0.18,640,4776,LIVE
acc_04342317,M,30,23618,21000,48,513,0.08,960,0,PAID_UP
acc_04344231,M,18,7568,19000,48,558,0.18,630,0,PAID_UP
acc_04344358,M,39,11792,12000,60,292,0.16,710,0,PAID_UP
acc_04344853,M,18,10619,34000,48,946,0.15,740,0,PAID_UP
acc_04346727,M,35,8950,30000,12,2750,0.18,630,0,PAID_UP
acc_04347130,M,19,8836,39000,36,1390,0.17,670,18600,LIVE
acc_04348613,M,34,16038,16000,36,539,0.13,840,0,PAID_UP
acc_04348836,M,34,20696,56000,60,1190,0.1,920,0,PAID_UP
acc_04348865,F,28,15479,54000,60,1147,0.1,910,0,PAID_UP
acc_04352055,F,33,12089,23000,48,617,0.13,810,0,PAID_UP
acc_04352494,F,47,9128,27000,48,779,0.17,670,4585,LIVE
acc_04352743,M,28,8516,18000,60,457,0.18,630,0,PAID_UP
acc_04354685,M,37,15577,36000,60,819,0.13,820,0,PAID_UP
acc_04355363,F,39,6063,16000,60,424,0.2,580,0,PAID_UP
acc_04355669,M,29,6465,15000,60,406,0.21,550,4643,DEFAULT
acc_04356343,F,27,11966,42000,60,956,0.13,830,0,PAID_UP
acc_04357861,F,61,14913,15000,36,513,0.14,800,5336,LIVE
acc_04360140,F,38,9424,9000,60,219,0.16,710,0,PAID_UP
acc_04361117,M,47,10561,16000,60,406,0.18,650,0,PAID_UP
acc_04361503,F,24,14975,26000,24,1200,0.1,910,0,PAID_UP
acc_04362405,M,24,12706,27000,48,738,0.14,790,0,PAID_UP
acc_04362497,M,22,7619,14000,48,419,0.19,620,2322,LIVE
acc_04365666,M,25,12445,41000,36,1401,0.14,770,0,PAID_UP
acc_04365955,M,23,10166,33000,72,716,0.16,710,0,PAID_UP
acc_04366401,M,57,8788,6000,36,226,0.21,560,0,PAID_UP
acc_04366644,M,32,7436,23000,48,700,0.2,580,6243,LIVE
acc_04369157,F,22,2943,8000,36,318,0.25,510,967,DEFAULT
acc_04369501,F,44,9339,12000,36,428,0.17,690,0,PAID_UP
acc_04370697,F,22,3943,17000,36,649,0.22,540,4920,DEFAULT
acc_04370789,F,34,9793,16000,48,445,0.15,730,0,PAID_UP
acc_04371121,F,46,22737,62000,48,1485,0.07,980,0,PAID_UP
acc_04372017,M,24,16033,62000,60,1379,0.12,870,0,PAID_UP
acc_04372129,M,29,6275,26000,12,2433,0.22,540,2260,DEFAULT
acc_04374090,F,49,14666,36000,72,723,0.13,830,19840,LIVE
acc_04374378,M,39,21044,45000,36,1473,0.11,910,17000,LIVE
acc_04375100,M,44,13795,20000,36,693,0.15,750,15096,LIVE
acc_04377339,M,45,30308,69000,36,2131,0.07,970,0,PAID_UP
acc_04378550,M,38,19092,63000,24,2936,0.11,880,29499,LIVE
acc_04383164,F,52,10795,23000,48,652,0.16,720,9316,LIVE
acc_04385282,F,25,2860,9000,48,314,0.28,500,900,DEFAULT
acc_04385914,M,38,18458,48000,60,1068,0.12,870,0,PAID_UP
acc_04386535,F,40,10686,27000,48,751,0.15,750,0,PAID_UP
acc_04390485,F,25,8752,33000,36,1160,0.16,720,8186,LIVE
acc_04390814,M,43,9325,23000,12,2120,0.19,620,0,PAID_UP
acc_04391522,M,21,15849,69000,60,1535,0.12,870,0,PAID_UP
acc_04391973,F,47,6523,14000,60,371,0.2,570,0,PAID_UP
acc_04393027,F,26,9917,34000,48,946,0.15,760,0,PAID_UP
acc_04393133,F,51,26337,46000,60,827,0.03,1000,0,PAID_UP
acc_04394844,M,22,17798,76000,48,1964,0.11,910,19155,LIVE
acc_04395453,M,35,23588,70000,48,1742,0.09,950,0,PAID_UP
acc_04397452,F,42,4765,14000,48,464,0.25,510,0,PAID_UP
acc_04398096,M,30,18616,57000,36,1866,0.11,900,0,PAID_UP
acc_04400581,F,44,4603,8000,24,439,0.28,500,0,PAID_UP
acc_04401093,M,39,17394,59000,60,1312,0.12,850,0,PAID_UP
acc_04401273,M,29,21461,17000,48,423,0.09,940,0,PAID_UP
acc_04401798,M,43,13089,18000,36,624,0.15,740,0,PAID_UP
acc_04403256,F,37,21111,30000,60,580,0.06,980,0,PAID_UP
acc_04403550,M,46,14540,23000,48,640,0.15,770,0,PAID_UP
acc_04403661,M,24,16339,55000,72,1075,0.12,870,0,PAID_UP
acc_04404014,M,29,12557,24000,60,571,0.15,770,11826,LIVE
acc_04404880,M,26,13025,24000,60,558,0.14,790,0,PAID_UP
acc_04405921,F,31,9474,33000,60,785,0.15,730,0,PAID_UP
acc_04406978,M,29,12422,29000,60,690,0.15,760,0,PAID_UP
acc_04408437,F,43,16242,39000,60,848,0.11,890,0,PAID_UP
acc_04410250,M,38,25640,79000,36,2476,0.08,960,0,PAID_UP
acc_04411264,M,28,6538,12000,36,452,0.21,560,5824,DEFAULT
acc_04412986,M,43,9897,11000,60,279,0.18,640,0,PAID_UP
acc_04413022,M,45,8115,14000,24,713,0.2,570,3854,LIVE
acc_04413443,M,44,11659,25000,48,709,0.16,700,0,PAID_UP
acc_04414949,M,35,26855,62000,48,1485,0.07,980,0,PAID_UP
acc_04417325,M,27,15050,28000,24,1331,0.13,840,0,PAID_UP
acc_04419133,F,36,14114,29000,60,645,0.12,860,0,PAID_UP
acc_04419133,F,32,7101,28000,48,822,0.18,640,0,PAID_UP
acc_04419252,M,38,7996,18000,36,669,0.2,580,0,PAID_UP
acc_04420917,F,18,17888,38000,48,875,0.05,990,0,PAID_UP
acc_04421896,M,30,16056,55000,60,1223,0.12,850,0,PAID_UP
acc_04421988,M,19,12676,14000,24,672,0.14,800,4573,LIVE
acc_04422417,M,41,12926,26000,36,901,0.15,740,0,PAID_UP
acc_04423095,M,28,8191,12000,60,305,0.18,620,0,PAID_UP
acc_04423615,M,37,15348,26000,48,698,0.13,810,0,PAID_UP
acc_04424868,M,28,23399,44000,60,892,0.08,970,0,PAID_UP
acc_04425270,M,25,16882,45000,48,1163,0.11,880,0,PAID_UP
acc_04426341,M,18,8728,16000,48,462,0.17,670,0,PAID_UP
acc_04427525,M,24,8300,36000,48,1057,0.18,640,0,PAID_UP
acc_04428193,M,45,11978,25000,60,608,0.16,700,0,PAID_UP
acc_04428604,M,18,6810,7000,48,209,0.19,600,972,DEFAULT
acc_04429258,M,41,8734,13000,60,337,0.19,600,3807,LIVE
acc_04430435,F,32,12261,10000,24,475,0.13,820,0,PAID_UP
acc_04432018,F,18,8469,17000,60,404,0.15,730,0,PAID_UP
acc_04432673,M,29,8633,11000,36,398,0.18,640,0,PAID_UP
acc_04433053,M,29,13446,47000,60,1094,0.14,790,0,PAID_UP
acc_04434751,M,43,18493,43000,48,1132,0.12,860,0,PAID_UP
acc_04435286,F,33,6202,20000,24,1008,0.19,600,5526,LIVE
acc_04437073,M,34,14011,43000,48,1175,0.14,790,0,PAID_UP
acc_04439529,F,35,14374,52000,48,1369,0.12,870,0,PAID_UP
acc_04440430,F,44,17092,44000,24,2051,0.11,900,0,PAID_UP
acc_04440505,M,46,24609,40000,60,850,0.1,920,0,PAID_UP
acc_04441565,F,24,7519,20000,60,497,0.17,680,0,PAID_UP
acc_04441819,F,45,10481,12000,48,340,0.16,730,0,PAID_UP
acc_04441991,F,20,7400,15000,36,535,0.17,690,0,PAID_UP
acc_04442238,F,32,9547,39000,48,1085,0.15,730,0,PAID_UP
acc_04443070,M,47,12177,35000,48,992,0.16,700,0,PAID_UP
acc_04443917,F,18,13037,19000,36,622,0.11,880,0,PAID_UP
acc_04444699,F,43,9500,24000,60,584,0.16,700,0,PAID_UP
acc_04445468,M,32,11863,16000,24,776,0.15,740,695,LIVE
acc_04447088,F,18,10052,10000,24,480,0.14,790,0,PAID_UP
acc_04447321,M,32,13487,22000,12,1975,0.14,780,0,PAID_UP
acc_04449633,M,21,18154,18000,36,581,0.1,910,0,PAID_UP
acc_04450196,M,28,12400,33000,36,1144,0.15,760,0,PAID_UP
acc_04450664,M,38,13121,19000,48,529,0.15,750,0,PAID_UP
acc_04451109,M,18,17952,38000,72,704,0.1,920,4063,LIVE
acc_04452111,M,34,16216,12000,48,322,0.13,840,5495,LIVE
acc_04454520,M,40,7007,9000,48,284,0.22,540,0,PAID_UP
acc_04454866,M,35,13044,22000,36,763,0.15,760,5271,LIVE
acc_04455859,F,30,3376,10000,36,419,0.29,500,0,PAID_UP
acc_04456361,M,42,7704,24000,48,743,0.21,560,5453,LIVE
acc_04456545,M,37,13112,33000,60,785,0.15,760,0,PAID_UP
acc_04457067,M,23,20205,58000,72,1045,0.09,940,0,PAID_UP
acc_04458583,M,35,8662,29000,24,1462,0.19,620,0,PAID_UP
acc_04459856,F,20,3295,8000,36,310,0.23,530,2344,DEFAULT
acc_04460886,M,27,16230,46000,60,1023,0.12,860,0,PAID_UP
acc_04461549,M,35,18908,41000,60,891,0.11,890,0,PAID_UP
acc_04461982,M,36,22854,85000,72,1532,0.09,940,0,PAID_UP
acc_04462009,M,23,6400,28000,36,1055,0.21,560,7297,DEFAULT
acc_04463014,M,33,26668,73000,72,1210,0.06,980,29583,LIVE
acc_04463263,F,34,15252,23000,36,753,0.11,890,5002,LIVE
acc_04463298,F,32,6752,11000,24,549,0.18,620,0,PAID_UP
acc_04463963,F,34,15636,38000,48,982,0.11,900,0,PAID_UP
acc_04465240,F,32,5571,12000,60,318,0.2,580,1886,LIVE
acc_04465542,M,37,30772,63000,48,1367,0.02,1000,0,PAID_UP
acc_04465567,M,33,6605,12000,60,331,0.22,540,0,PAID_UP
acc_04465755,F,45,7616,22000,36,806,0.19,620,0,PAID_UP
acc_04466816,F,40,19571,65000,72,1140,0.08,950,0,PAID_UP
acc_04467151,M,49,10055,28000,60,711,0.18,630,0,PAID_UP
acc_04468501,F,35,10846,18000,60,428,0.15,770,0,PAID_UP
acc_04470662,M,18,5580,12000,48,378,0.22,550,2158,DEFAULT
acc_04470798,M,33,10296,8000,60,199,0.17,680,0,PAID_UP
acc_04473719,F,18,2841,13000,24,681,0.23,520,2015,DEFAULT
acc_04474577,F,40,17565,20000,48,507,0.1,920,0,PAID_UP
acc_04475915,M,42,20596,66000,48,1706,0.11,890,0,PAID_UP
acc_04476382,M,40,6357,7000,60,205,0.25,510,1950,DEFAULT
acc_04476670,M,33,19868,59000,60,1283,0.11,910,53100,LIVE
acc_04480276,M,37,8329,16000,60,415,0.19,600,0,PAID_UP
acc_04481628,F,37,5095,4000,12,374,0.22,540,0,PAID_UP
acc_04482136,F,18,4771,13000,36,483,0.2,590,6260,LIVE
acc_04482348,M,41,30499,101000,60,1953,0.06,980,0,PAID_UP
acc_04484094,M,35,6811,18000,24,934,0.22,550,0,PAID_UP
acc_04484181,M,30,6683,25000,60,676,0.21,560,0,PAID_UP
acc_04484731,F,40,15248,29000,48,764,0.12,870,0,PAID_UP
acc_04485370,M,38,14831,32000,60,745,0.14,800,0,PAID_UP
acc_04485547,F,21,5357,25000,60,649,0.19,600,2892,LIVE
acc_04486316,F,41,11578,37000,48,1011,0.14,770,0,PAID_UP
acc_04487474,F,31,8531,28000,60,681,0.16,700,5416,LIVE
acc_04488898,F,28,6507,16000,36,578,0.18,630,0,PAID_UP
acc_04488910,M,31,12893,12000,24,582,0.15,770,0,PAID_UP
acc_04489696,M,25,9665,22000,48,635,0.17,690,0,PAID_UP
acc_04489944,M,37,10101,32000,60,795,0.17,670,0,PAID_UP
acc_04490448,F,56,6982,17000,36,640,0.21,560,0,PAID_UP
acc_04491009,F,23,16886,67000,60,1359,0.08,960,0,PAID_UP
acc_04491030,F,47,13627,31000,60,705,0.13,810,5355,LIVE
acc_04492794,F,45,19129,48000,24,2215,0.1,930,0,PAID_UP
acc_04496955,F,24,16651,55000,24,2513,0.09,950,0,PAID_UP
acc_04497200,M,37,20028,38000,36,1244,0.11,900,0,PAID_UP
acc_04497815,F,31,5417,14000,60,371,0.2,570,0,PAID_UP
acc_04498087,M,29,20173,48000,48,1217,0.1,920,0,PAID_UP
acc_04498379,F,43,12291,42000,60,977,0.14,790,0,PAID_UP
acc_04499909,M,26,12578,25000,24,1200,0.14,780,0,PAID_UP
acc_04500207,M,34,16121,21000,48,563,0.13,840,0,PAID_UP
acc_04500528,M,51,20605,45000,36,1495,0.12,860,0,PAID_UP
acc_04500669,F,18,13077,22000,48,569,0.11,880,0,PAID_UP
acc_04501353,M,30,22806,89000,48,2173,0.08,950,0,PAID_UP
acc_04501569,M,36,9252,14000,60,356,0.18,640,0,PAID_UP
acc_04502340,M,29,13699,48000,72,989,0.14,800,0,PAID_UP
acc_04503506,M,21,22149,52000,48,1245,0.07,970,0,PAID_UP
acc_04503812,F,32,6606,27000,60,700,0.19,620,0,PAID_UP
acc_04503961,F,29,5393,8000,60,212,0.2,580,0,PAID_UP
acc_04503992,M,18,12858,31000,36,1060,0.14,810,0,PAID_UP
acc_04506594,M,33,11277,41000,48,1162,0.16,720,0,PAID_UP
acc_04506977,F,21,10523,32000,48,874,0.14,800,0,PAID_UP
acc_04508502,M,25,17730,60000,36,1964,0.11,900,0,PAID_UP
acc_04510334,M,30,9925,14000,48,404,0.17,680,0,PAID_UP
acc_04510601,M,29,12064,51000,36,1768,0.15,750,0,PAID_UP
acc_04511901,M,38,21104,41000,48,1040,0.1,910,15327,LIVE
acc_04512467,M,23,14028,55000,48,1476,0.13,820,0,PAID_UP
acc_04512492,M,43,17459,17000,48,456,0.13,840,0,PAID_UP
acc_04512562,M,37,20262,61000,72,1161,0.11,900,0,PAID_UP
acc_04513387,M,56,9849,19000,60,493,0.19,600,0,PAID_UP
acc_04513450,M,21,8831,39000,60,969,0.17,670,0,PAID_UP
acc_04514049,M,30,26577,26000,60,491,0.05,990,0,PAID_UP
acc_04514777,F,45,9549,31000,36,1090,0.16,690,0,PAID_UP
acc_04514993,F,23,16822,16000,24,724,0.08,960,0,PAID_UP
acc_04519110,F,29,19366,33000,60,638,0.06,980,8682,LIVE
acc_04521558,F,30,18415,72000,48,1758,0.08,960,0,PAID_UP
acc_04525109,M,30,18056,17000,36,557,0.11,890,0,PAID_UP
acc_04525210,F,28,5483,19000,36,706,0.2,580,0,PAID_UP
acc_04526880,M,46,12742,20000,60,486,0.16,720,0,PAID_UP
acc_04531863,M,23,5278,18000,48,587,0.24,520,2861,DEFAULT
acc_04531948,M,25,5232,21000,36,835,0.25,510,2286,DEFAULT
acc_04532059,M,39,7393,22000,48,681,0.21,560,0,PAID_UP
acc_04532189,F,27,12547,16000,48,429,0.13,840,0,PAID_UP
acc_04533121,F,27,9692,15000,60,357,0.15,750,5489,LIVE
acc_04533480,M,36,12799,16000,36,555,0.15,750,0,PAID_UP
acc_04533814,F,46,5027,9000,60,264,0.25,510,0,PAID_UP
acc_04533922,F,28,9415,16000,48,445,0.15,740,3477,LIVE
acc_04536504,M,47,9272,5000,48,150,0.19,610,0,PAID_UP
acc_04537687,M,18,10974,54000,72,1142,0.15,750,0,PAID_UP
acc_04538151,M,32,8582,35000,60,889,0.18,630,0,PAID_UP
acc_04538220,M,39,32048,89000,48,1892,0.01,1000,0,PAID_UP
acc_04538287,M,42,7403,22000,36,829,0.21,550,0,PAID_UP
acc_04538796,M,33,8567,28000,60,711,0.18,620,0,PAID_UP
acc_04539703,M,24,6454,15000,24,771,0.21,560,4086,DEFAULT
acc_04540408,M,18,12912,29000,60,675,0.14,810,0,PAID_UP
acc_04541206,M,29,16792,54000,60,1201,0.12,870,0,PAID_UP
acc_04542783,F,25,11592,35000,60,796,0.13,820,13492,LIVE
acc_04542969,M,30,5918,24000,60,677,0.23,520,2388,DEFAULT
acc_04544166,M,50,8059,19000,24,976,0.21,550,0,PAID_UP
